SurveyCaseid,date,weight,polltype,A003_rating,A003_ratinggp,v1,v3,WillVote,WillVotegp,KnowDistrict10,District10,District10gp,RealKnowDistrict10,District18,WongTaiSin,ShaTin,YuenLong,District10_2,SupportAny,sex,pob1,pob2,pob2_v2,pobgp,agegp_TP_7,agegp_TP_6,agegp_TP_5,agegp_TP,agegp2,agegp_2015,eduv2,edugp_TP,occv2,occgp,occv2_8881_others,v4_2019,inclin,v4_2019_8881_others,type,housingv2,housinggpv3,districtgp,marital,mid,midgp,civicactive
LC2021R4_000796,20211202,0.5763908,2,70,4,1,1,1,1,1,8885,2,2,15,,,,8,1,2,1,,,1,7,6,5,6,3,3,1,1,6,6,,8886,8886,,1,3,3,5,1,3,1,2
LC2021R4_000797,20211202,1.0499569,2,70,4,1,1,2,1,1,8885,2,2,12,,,,6,2,2,1,,,1,3,2,2,3,2,2,5,3,7,6,,4,3,,1,1,1,4,1,5,3,2
LC2021R4_000798,20211202,0.6064806,2,0,1,1,1,8886,8886,1,3,1,1,,,,,3,2,2,2,36,3,2,6,5,5,6,3,3,1,1,6,6,,8886,8886,,2,1,1,2,2,5,3,2
LC2021R4_000799,20211202,0.6410756,1,70,4,1,1,1,1,1,8885,2,2,4,,,,2,1,2,2,32,3,2,7,6,5,6,3,3,1,1,6,6,,8886,8886,,1,3,3,1,2,5,3,2
LC2021R4_000800,20211202,2.0826742,2,30,2,1,1,3,3,2,,,3,9,,,,5,2,2,1,,,1,4,3,3,4,2,2,3,2,2,2,,1,1,,2,4,3,3,2,3,1,2
LC2021R4_000801,20211202,1.1400885,2,70,4,1,1,2,1,1,8885,2,2,1,,,,2,2,2,2,22,3,2,3,2,2,3,2,2,4,3,2,2,,4,3,,1,3,3,1,2,3,1,2
LC2021R4_000802,20211202,0.8297065,2,0,1,1,1,1,1,1,3,1,1,,,,,3,8888,1,1,,,1,3,2,2,3,2,2,5,3,2,2,,3,1,,2,3,3,2,1,5,3,2
LC2021R4_000803,20211202,0.9513958,1,0,1,1,1,1,1,1,8885,2,2,17,,,,9,1,2,2,40,4,2,6,5,5,6,3,3,2,2,5,5,,4,3,,2,1,1,5,3,5,3,2
LC2021R4_000804,20211202,1.1332437,2,0,1,1,1,2,1,1,8885,2,2,3,,,,1,2,2,2,15,2,2,4,3,3,4,2,2,1,1,7,6,,2,2,,2,1,1,1,-99,5,3,2
LC2021R4_000805,20211202,0.7262282,1,50,3,1,1,3,3,2,,,3,10,,,,7,8888,1,8881,60,5,8881,7,6,5,6,3,3,3,2,6,6,,4,3,,1,3,3,4,2,5,3,2
LC2021R4_000806,20211202,1.6418483,2,0,1,1,1,2,1,2,,,3,11,,,,10,2,2,2,20,3,2,3,2,2,3,2,2,3,2,5,5,,1,1,,1,3,3,4,2,5,3,1
LC2021R4_000807,20211202,1.3178873,2,50,3,1,2,3,3,2,,,3,14,,,,9,2,1,2,18,2,2,2,1,1,2,1,1,4,3,2,2,,4,3,,1,2,2,5,1,4,2,2
LC2021R4_000808,20211202,0.6948297,1,0,1,1,1,4,3,2,,,3,17,,,,9,2,2,1,,,1,7,6,5,6,3,3,1,1,6,6,,1,1,,2,1,1,5,2,3,1,1
LC2021R4_000809,20211202,1.4598999,2,45,2,1,1,8886,8886,2,,,3,18,,,,2,2,2,1,,,1,2,1,1,2,1,1,4,3,1,1,,3,1,,1,3,3,5,1,3,1,2
LC2021R4_000810,20211202,0.7262282,1,50,3,1,1,2,1,1,7,1,1,,,,,7,8888,1,1,,,1,7,6,5,6,3,3,1,1,6,6,,3,1,,1,2,2,4,3,5,3,2
LC2021R4_000811,20211202,0.5976785,1,60,4,1,1,8886,8886,1,8886,2,2,6,,,,3,2,1,1,,,1,6,5,5,6,3,3,3,2,6,6,,8886,8886,,1,2,2,2,2,5,3,2
LC2021R4_000812,20211202,1.0493683,2,50,3,1,2,1,1,1,8885,2,2,10,,,,7,8888,2,1,,,1,6,5,5,6,3,3,2,2,6,6,,8886,8886,,1,3,3,4,2,3,1,2
LC2021R4_000813,20211202,2.1024107,2,0,1,1,1,1,1,1,8885,2,2,11,,,,10,2,2,1,,,1,2,1,1,2,1,1,5,3,1,1,,3,1,,2,1,1,4,1,4,2,1
LC2021R4_000814,20211202,1.7680202,2,50,3,1,1,1,1,1,10,1,1,,,,,10,1,2,1,,,1,5,4,4,5,3,2,3,2,6,6,,2,2,,2,1,1,4,2,3,1,2
LC2021R4_000815,20211202,1.0499569,2,50,3,1,1,1,1,1,8885,2,2,12,,,,6,2,2,2,25,3,2,3,2,2,3,2,2,4,3,5,5,,4,3,,2,1,1,4,2,4,2,1
LC2021R4_000816,20211202,0.943207,2,50,3,1,1,1,1,1,8885,2,2,8,,,,4,1,1,2,30,3,2,4,3,3,4,2,2,2,2,5,5,,8886,8886,,2,1,1,3,3,5,3,2
LC2021R4_000817,20211202,1.0713881,2,20,2,1,1,2,1,1,2,1,1,,,,,2,1,1,1,,,1,4,3,3,4,2,2,5,3,7,6,,3,1,,2,1,1,1,3,4,2,2
LC2021R4_000818,20211202,1.1949805,1,20,2,1,1,4,3,1,8885,2,2,3,,,,1,2,2,1,,,1,5,4,4,5,3,2,5,3,1,1,,1,1,,1,3,3,1,1,3,1,2
LC2021R4_000819,20211202,0.6674314,1,100,5,1,1,1,1,1,8885,2,2,13,,8888,,-99,8888,2,1,,,1,7,6,5,6,3,3,1,1,6,6,,8886,8886,,2,1,1,4,1,5,3,2
LC2021R4_000820,20211202,0.6410756,1,50,3,1,1,8886,8886,1,8885,2,2,4,,,,2,8888,2,1,,,1,7,6,5,6,3,3,1,1,6,6,,4,3,,2,1,1,1,1,3,1,1
LC2021R4_000821,20211202,1.079711,2,0,1,1,1,4,3,1,8885,2,2,15,,,,8,2,1,1,,,1,3,2,2,3,2,2,5,3,1,1,,3,1,,1,2,2,5,1,4,2,2
LC2021R4_000822,20211202,1.0226482,1,80,4,1,1,2,1,1,9,1,1,,,,,9,1,1,1,,,1,5,4,4,5,3,2,5,3,3,3,,4,3,,1,3,3,5,2,4,2,2
LC2021R4_000823,20211202,1.0086672,2,0,1,1,1,3,3,1,3,1,1,,,,,3,2,2,1,,,1,2,1,1,2,1,1,5,3,2,2,,3,1,,1,3,3,2,2,4,2,1
LC2021R4_000824,20211202,1.3306439,1,50,3,1,1,1,1,1,8885,2,2,17,,,,9,8888,2,2,18,2,2,5,4,4,5,3,2,1,1,5,5,,4,3,,2,1,1,5,2,5,3,2
LC2021R4_000825,20211202,1.1038259,1,50,3,1,1,2,1,1,8885,2,2,16,,,1,8,8888,2,1,,,1,5,4,4,5,3,2,3,2,7,6,,8886,8886,,1,3,3,5,3,4,2,2
LC2021R4_000826,20211202,1.2502506,2,0,1,1,1,4,3,1,8885,2,2,-99,,,,-99,2,1,1,,,1,3,2,2,3,2,2,3,2,2,2,,3,1,,2,1,1,3,2,5,3,1
LC2021R4_000827,20211202,0.761558,1,0,1,1,1,8886,8886,1,4,1,1,,,,,4,8888,1,1,,,1,6,5,5,6,3,3,5,3,6,6,,1,1,,1,3,3,3,2,3,1,2
LC2021R4_000828,20211202,0.9513958,1,80,4,1,1,2,1,1,9,1,1,,,,,9,1,2,2,35,3,2,6,5,5,6,3,3,2,2,5,5,,8886,8886,,2,1,1,5,2,5,3,2
LC2021R4_000829,20211202,0.777769,1,50,3,1,1,1,1,2,,,3,16,,,1,8,1,1,1,,,1,6,5,5,6,3,3,2,2,1,1,,4,3,,1,3,3,5,2,4,2,2
LC2021R4_000830,20211202,1.2159317,1,60,4,1,1,1,1,1,8885,2,2,4,,,,2,2,1,1,,,1,2,1,1,2,1,1,5,3,2,2,,1,1,,1,3,3,1,1,3,1,1
LC2021R4_000831,20211202,0.8044148,2,0,1,1,1,2,1,2,,,3,6,,,,3,2,2,1,,,1,4,3,3,4,2,2,3,2,1,1,,-99,-99,,2,-99,-99,2,3,-99,-99,2
LC2021R4_000832,20211202,1.7680202,1,60,4,1,1,4,3,1,10,1,1,,,,,10,2,2,1,,,1,5,4,4,5,3,2,3,2,5,5,,4,3,,1,3,3,4,1,3,1,2
LC2021R4_000833,20211202,1.916518,1,70,4,1,1,1,1,2,,,3,9,,,,5,8888,1,1,,,1,4,3,3,4,2,2,5,3,1,1,,4,3,,1,2,2,3,2,4,2,2
LC2021R4_000834,20211202,1.0086672,2,10,2,1,1,4,3,2,,,3,5,1,,,3,8888,2,2,20,3,2,2,1,1,2,1,1,5,3,2,2,,3,1,,2,4,3,2,1,5,3,2
LC2021R4_000835,20211202,1.3178873,2,50,3,1,1,1,1,1,8885,2,2,17,,,,9,8888,1,1,,,1,2,1,1,2,1,1,4,3,2,2,,4,3,,2,1,1,5,1,2,1,2
LC2021R4_000836,20211202,1.4676705,1,70,4,1,1,2,1,2,,,3,10,,,,7,8888,2,1,,,1,5,4,4,5,3,2,3,2,2,2,,2,2,,1,2,2,4,2,5,3,2
LC2021R4_000837,20211202,0.5976785,2,70,4,1,1,1,1,1,3,1,1,,,,,3,1,1,2,40,4,2,6,5,5,6,3,3,3,2,6,6,,1,1,,2,1,1,2,1,5,3,2
LC2021R4_000838,20211202,1.1306434,2,75,4,1,1,1,1,1,8885,2,2,12,,,,6,8888,2,2,24,3,2,5,4,4,5,3,2,2,2,3,3,,2,2,,1,2,2,4,3,4,2,1
LC2021R4_000839,20211202,1.2618983,2,30,2,1,1,1,1,1,-99,-99,-99,17,,,,9,1,2,2,29,3,2,4,3,3,4,2,2,3,2,5,5,,8886,8886,,2,1,1,5,2,5,3,2
LC2021R4_000840,20211202,1.1306434,2,0,1,1,1,4,3,1,8885,2,2,13,,1,,6,2,2,1,,,1,5,4,4,5,3,2,4,3,6,6,,1,1,,1,3,3,4,2,3,1,2
LC2021R4_000841,20211202,1.5823122,2,0,1,1,1,8888,8888,2,,,3,17,,,,9,8888,2,6,8888,8888,8881,2,1,1,2,1,1,5,3,4,4,,8888,8888,,1,-99,-99,5,1,8888,8888,2
LC2021R4_000842,20211202,1.3125955,2,0,1,1,1,4,3,1,8,1,1,,,,,8,2,2,1,,,1,2,1,1,2,1,1,5,3,1,1,,1,1,,2,1,1,5,1,3,1,2
LC2021R4_000843,20211202,0.8543979,2,10,2,1,1,1,1,1,8885,2,2,3,,,,1,1,2,2,60,5,2,6,5,5,6,3,3,3,2,6,6,,2,2,,1,3,3,1,3,3,1,1
LC2021R4_000844,20211202,0.8689405,2,20,2,1,1,1,1,1,6,1,1,,,,,6,1,1,1,,,1,5,4,4,5,3,2,3,2,2,2,,4,3,,1,3,3,4,2,4,2,2
LC2021R4_000845,20211202,1.003688,2,0,1,1,1,4,3,2,,,3,7,,,,4,2,2,2,36,3,2,3,2,2,3,2,2,5,3,2,2,,1,1,,1,3,3,3,2,4,2,1
LC2021R4_000846,20211202,1.1306434,2,70,4,1,1,8886,8886,1,8885,2,2,13,,1,,6,8888,2,1,,,1,5,4,4,5,3,2,5,3,1,1,,4,3,,1,3,3,4,2,3,1,2
LC2021R4_000847,20211202,0.5594615,2,8888,8888,1,1,1,1,1,8885,2,2,13,,1,,6,8888,1,5,35,3,8881,7,6,5,6,3,3,3,2,6,6,,8886,8886,,2,1,1,4,2,4,2,1
LC2021R4_000848,20211202,1.0499569,2,50,3,1,2,2,1,2,,,3,12,,,,6,8888,2,2,12,2,2,3,2,2,3,2,2,5,3,1,1,,8888,8888,,1,2,2,4,2,3,1,2
LC2021R4_000849,20211202,1.5429125,2,40,2,1,1,4,3,2,,,3,11,,,,10,8888,1,2,11,2,2,4,3,3,4,2,2,3,2,7,6,,4,3,,1,3,3,4,3,3,1,2
LC2021R4_000850,20211202,1.3306439,2,50,3,1,1,1,1,1,8885,2,2,14,,,,9,1,2,2,43,4,2,5,4,4,5,3,2,3,2,1,1,,8886,8886,,1,3,3,5,1,2,1,2
LC2021R4_000851,20211202,1.7452551,2,0,1,1,2,1,1,2,,,3,16,,,2,7,2,2,1,,,1,2,1,1,2,1,1,5,3,1,1,,4,3,,1,3,3,5,1,4,2,2
LC2021R4_000852,20211203,0.8401058,2,0,1,1,1,3,3,1,3,1,1,,,,,3,2,1,1,,,1,2,1,1,2,1,1,5,3,2,2,,1,1,,1,3,3,2,1,3,1,1
LC2021R4_000853,20211203,1.5823122,2,0,1,1,1,4,3,1,8885,2,2,17,,,,9,2,2,1,,,1,2,1,1,2,1,1,5,3,4,4,,1,1,,1,2,2,5,1,3,1,1
LC2021R4_000854,20211203,1.5429125,2,0,1,1,1,4,3,1,8885,2,2,13,,2,,10,8888,1,1,,,1,4,3,3,4,2,2,3,2,1,1,,4,3,,2,3,3,4,2,3,1,2
LC2021R4_000855,20211203,0.7892234,2,50,3,1,2,1,1,2,,,3,16,,,1,8,1,2,2,56,4,2,6,5,5,6,3,3,2,2,2,2,,4,3,,2,3,3,5,2,3,1,2
LC2021R4_000856,20211203,0.8482377,2,85,4,1,1,1,1,1,3,1,1,,,,,3,1,2,1,,,1,5,4,4,5,3,2,3,2,3,3,,8888,8888,,2,1,1,2,1,5,3,2
LC2021R4_000857,20211203,0.7262282,2,0,1,1,1,4,3,1,8885,2,2,16,,,2,7,2,1,2,64,5,2,7,6,5,6,3,3,3,2,6,6,,4,3,,2,1,1,5,2,3,1,2
LC2021R4_000858,20211203,1.0250531,2,50,3,1,2,2,1,2,,,3,15,,,,8,8888,2,1,,,1,3,2,2,3,2,2,3,2,6,6,,1,1,,1,3,3,5,2,8888,8888,2
LC2021R4_000859,20211203,0.6239895,2,70,4,1,1,4,3,1,8885,2,2,2,,,,1,2,2,2,47,4,2,7,6,5,6,3,3,4,3,5,5,,8886,8886,,2,3,3,1,3,2,1,-99
LC2021R4_000860,20211203,0.8419976,2,0,1,1,1,4,3,1,8885,2,2,3,,,,1,1,1,2,60,5,2,6,5,5,6,3,3,3,2,6,6,,1,1,,1,2,2,1,1,3,1,2
LC2021R4_000861,20211203,1.079711,2,10,2,1,1,4,3,1,8885,2,2,16,,,1,8,2,1,5,25,3,8881,3,2,2,3,2,2,5,3,1,1,,8886,8886,,1,3,3,5,1,3,1,2
